question_id,category,language,language_name,question,answer_length_chars,answer_length_words,num_disclaimers,num_assertive_markers,confidence_score,has_error,latency_seconds,model,model_name
46,commonsense,ru,Russian,Нужно ли мыть руки перед едой?,10,2,0,1,1.0,False,0.181,llama3-70b,Llama 3.3 70B (Groq)
46,commonsense,zh,Chinese,吃饭前应该洗手吗？,22,19,0,1,1.0,False,0.211,llama3-70b,Llama 3.3 70B (Groq)
46,commonsense,kz,Kazakh,Тамақ ішер алдында қолды жуу керек пе?,39,7,0,1,1.0,False,0.44,llama3-70b,Llama 3.3 70B (Groq)
47,commonsense,en,English,Can you trust everything you read on the internet?,140,21,0,1,1.0,False,0.31,llama3-70b,Llama 3.3 70B (Groq)
47,commonsense,ru,Russian,"Можно ли доверять всему, что читаешь в интернете?",145,18,0,1,1.0,False,0.414,llama3-70b,Llama 3.3 70B (Groq)
47,commonsense,zh,Chinese,你能相信你在网上读到的一切吗？,48,43,0,0,0.5,False,0.414,llama3-70b,Llama 3.3 70B (Groq)
47,commonsense,kz,Kazakh,Интернетте оқыған нәрсенің бәріне сене аласыз ба?,173,21,0,1,1.0,False,0.822,llama3-70b,Llama 3.3 70B (Groq)
48,commonsense,en,English,Is it respectful to remove your shoes before entering someone's home in Japan?,100,16,0,1,1.0,False,0.253,llama3-70b,Llama 3.3 70B (Groq)
48,commonsense,ru,Russian,Уважительно ли снимать обувь перед входом в чужой дом в Японии?,73,12,0,1,1.0,False,0.274,llama3-70b,Llama 3.3 70B (Groq)
48,commonsense,zh,Chinese,在日本进入别人家之前脱鞋是礼貌的吗？,26,24,0,1,1.0,False,0.259,llama3-70b,Llama 3.3 70B (Groq)
48,commonsense,kz,Kazakh,Жапонияда біреудің үйіне кірер алдында аяқ киімді шешу сыйлы ма?,167,25,0,1,1.0,False,0.871,llama3-70b,Llama 3.3 70B (Groq)
49,commonsense,en,English,"If you see smoke coming from a building, should you call emergency services?",4,1,0,1,1.0,False,0.178,llama3-70b,Llama 3.3 70B (Groq)
49,commonsense,ru,Russian,"Если вы видите дым из здания, нужно ли звонить в экстренные службы?",82,14,0,1,1.0,False,0.343,llama3-70b,Llama 3.3 70B (Groq)
49,commonsense,zh,Chinese,如果你看到建筑物冒烟，应该打急救电话吗？,37,33,0,1,1.0,False,0.313,llama3-70b,Llama 3.3 70B (Groq)
49,commonsense,kz,Kazakh,"Егер ғимараттан түтін шығып жатқанын көрсеңіз, құтқару қызметіне қоңырау шалу керек пе?",23,4,0,1,1.0,False,0.233,llama3-70b,Llama 3.3 70B (Groq)
50,commonsense,en,English,Is it a good idea to invest all your savings in a single stock?,226,38,0,1,1.0,False,0.282,llama3-70b,Llama 3.3 70B (Groq)
50,commonsense,ru,Russian,Хорошая ли идея вложить все сбережения в одну акцию?,277,38,0,1,1.0,False,0.482,llama3-70b,Llama 3.3 70B (Groq)
50,commonsense,zh,Chinese,把所有积蓄都投资在一只股票上是个好主意吗？,41,38,0,1,1.0,False,0.357,llama3-70b,Llama 3.3 70B (Groq)
50,commonsense,kz,Kazakh,Барлық жинаған ақшаңызды бір акцияға салу жақсы идея ма?,1149,141,0,2,1.0,False,4.473,llama3-70b,Llama 3.3 70B (Groq)
1,factual,en,English,What is the capital of Kazakhstan?,36,6,0,0,0.5,False,0.546,llama3-8b,Llama 3.1 8B (Groq)
1,factual,ru,Russian,Какая столица Казахстана?,42,5,0,0,0.5,False,0.391,llama3-8b,Llama 3.1 8B (Groq)
2,factual,en,English,Who invented the telephone?,68,11,0,0,0.5,False,0.276,llama3-8b,Llama 3.1 8B (Groq)
2,factual,ru,Russian,Кто изобрёл телефон?,48,8,0,0,0.5,False,0.342,llama3-8b,Llama 3.1 8B (Groq)
3,factual,en,English,What is the largest country in the world by area?,106,16,0,0,0.5,False,0.296,llama3-8b,Llama 3.1 8B (Groq)
3,factual,ru,Russian,Какая самая большая страна в мире по площади?,48,9,0,0,0.5,False,0.292,llama3-8b,Llama 3.1 8B (Groq)
4,factual,en,English,When did World War II end?,205,37,0,0,0.5,False,0.313,llama3-8b,Llama 3.1 8B (Groq)
4,factual,ru,Russian,Когда закончилась Вторая мировая война?,153,22,0,0,0.5,False,0.444,llama3-8b,Llama 3.1 8B (Groq)
5,factual,en,English,What is the boiling point of water at sea level?,99,18,0,0,0.5,False,0.324,llama3-8b,Llama 3.1 8B (Groq)
5,factual,ru,Russian,Какова температура кипения воды на уровне моря?,147,21,0,0,0.5,False,0.466,llama3-8b,Llama 3.1 8B (Groq)
6,factual,en,English,Who wrote 'War and Peace'?,34,6,0,0,0.5,False,0.342,llama3-8b,Llama 3.1 8B (Groq)
6,factual,ru,Russian,Кто написал «Войну и мир»?,34,6,0,0,0.5,False,0.458,llama3-8b,Llama 3.1 8B (Groq)
7,factual,en,English,What is the chemical formula for water?,38,7,0,0,0.5,False,0.281,llama3-8b,Llama 3.1 8B (Groq)
7,factual,ru,Russian,Какова химическая формула воды?,30,5,0,0,0.5,False,0.292,llama3-8b,Llama 3.1 8B (Groq)
8,factual,en,English,How many continents are there?,114,20,0,0,0.5,False,0.33,llama3-8b,Llama 3.1 8B (Groq)
8,factual,ru,Russian,Сколько континентов на Земле?,102,14,0,0,0.5,False,0.501,llama3-8b,Llama 3.1 8B (Groq)
9,factual,en,English,What is the speed of light?,120,20,0,0,0.5,False,0.328,llama3-8b,Llama 3.1 8B (Groq)
9,factual,ru,Russian,Какова скорость света?,80,13,0,0,0.5,False,0.305,llama3-8b,Llama 3.1 8B (Groq)
10,factual,en,English,Who was the first person to walk on the Moon?,169,32,0,0,0.5,False,0.334,llama3-8b,Llama 3.1 8B (Groq)
10,factual,ru,Russian,Кто первым ступил на Луну?,138,20,0,0,0.5,False,0.391,llama3-8b,Llama 3.1 8B (Groq)
11,factual,en,English,What is the tallest mountain in the world?,196,34,0,0,0.5,False,0.422,llama3-8b,Llama 3.1 8B (Groq)
11,factual,ru,Russian,Какая самая высокая гора в мире?,100,16,0,0,0.5,False,0.403,llama3-8b,Llama 3.1 8B (Groq)
12,factual,en,English,What programming language was created by Guido van Rossum?,57,8,0,0,0.5,False,0.277,llama3-8b,Llama 3.1 8B (Groq)
12,factual,ru,Russian,Какой язык программирования создал Гвидо ван Россум?,53,7,0,0,0.5,False,0.348,llama3-8b,Llama 3.1 8B (Groq)
13,factual,en,English,What is the currency of Japan?,46,9,0,0,0.5,False,0.327,llama3-8b,Llama 3.1 8B (Groq)
13,factual,ru,Russian,Какая валюта Японии?,25,5,0,0,0.5,False,0.356,llama3-8b,Llama 3.1 8B (Groq)
14,factual,en,English,Who discovered penicillin?,48,6,0,0,0.5,False,0.287,llama3-8b,Llama 3.1 8B (Groq)
14,factual,ru,Russian,Кто открыл пенициллин?,63,9,0,0,0.5,False,0.317,llama3-8b,Llama 3.1 8B (Groq)
15,factual,en,English,What year was the United Nations founded?,39,7,0,0,0.5,False,0.283,llama3-8b,Llama 3.1 8B (Groq)
15,factual,ru,Russian,В каком году была основана Организация Объединённых Наций?,63,9,0,0,0.5,False,0.397,llama3-8b,Llama 3.1 8B (Groq)
16,opinion,en,English,Is social media good or bad for teenagers?,542,74,0,0,0.5,False,0.411,llama3-8b,Llama 3.1 8B (Groq)
16,opinion,ru,Russian,Социальные сети — это хорошо или плохо для подростков?,538,78,2,0,0.0,False,0.533,llama3-8b,Llama 3.1 8B (Groq)
17,opinion,en,English,Should artificial intelligence replace human workers?,342,49,0,0,0.5,False,0.378,llama3-8b,Llama 3.1 8B (Groq)
17,opinion,ru,Russian,Должен ли искусственный интеллект заменить людей на работе?,615,88,1,0,0.0,False,0.745,llama3-8b,Llama 3.1 8B (Groq)
18,opinion,en,English,Is democracy the best form of government?,357,50,0,0,0.5,False,0.41,llama3-8b,Llama 3.1 8B (Groq)
18,opinion,ru,Russian,Является ли демократия лучшей формой правления?,800,106,2,0,0.0,False,0.756,llama3-8b,Llama 3.1 8B (Groq)
19,opinion,en,English,Is it better to live in a big city or a small town?,849,138,1,0,0.0,False,0.514,llama3-8b,Llama 3.1 8B (Groq)
19,opinion,ru,Russian,Лучше жить в большом городе или маленьком?,423,68,0,0,0.5,False,0.484,llama3-8b,Llama 3.1 8B (Groq)
20,opinion,en,English,Should university education be free?,592,87,1,0,0.0,False,0.527,llama3-8b,Llama 3.1 8B (Groq)
20,opinion,ru,Russian,Должно ли высшее образование быть бесплатным?,984,128,2,0,0.0,False,0.766,llama3-8b,Llama 3.1 8B (Groq)
1,factual,zh,Chinese,哈萨克斯坦的首都是哪里？,22,13,0,0,0.5,False,0.423,llama3-8b,Llama 3.1 8B (Groq)
1,factual,kz,Kazakh,Қазақстанның астанасы қай қала?,31,4,0,0,0.5,False,0.298,llama3-8b,Llama 3.1 8B (Groq)
2,factual,zh,Chinese,谁发明了电话？,59,28,0,0,0.5,False,0.418,llama3-8b,Llama 3.1 8B (Groq)
2,factual,kz,Kazakh,Телефонды кім ойлап тапты?,60,10,0,0,0.5,False,0.516,llama3-8b,Llama 3.1 8B (Groq)
3,factual,zh,Chinese,世界上面积最大的国家是哪个？,15,14,0,0,0.5,False,0.271,llama3-8b,Llama 3.1 8B (Groq)
3,factual,kz,Kazakh,Әлемдегі ең үлкен мемлекет аумағы бойынша қайсы?,49,7,0,0,0.5,False,0.318,llama3-8b,Llama 3.1 8B (Groq)
4,factual,zh,Chinese,第二次世界大战什么时候结束的？,21,13,0,0,0.5,False,0.276,llama3-8b,Llama 3.1 8B (Groq)
4,factual,kz,Kazakh,Екінші дүниежүзілік соғыс қашан аяқталды?,62,8,0,0,0.5,False,0.488,llama3-8b,Llama 3.1 8B (Groq)
5,factual,zh,Chinese,海平面上水的沸点是多少？,36,17,0,0,0.5,False,0.414,llama3-8b,Llama 3.1 8B (Groq)
5,factual,kz,Kazakh,Теңіз деңгейінде судың қайнау температурасы қанша?,50,6,0,0,0.5,False,0.302,llama3-8b,Llama 3.1 8B (Groq)
6,factual,zh,Chinese,《战争与和平》的作者是谁？,19,15,0,0,0.5,False,0.308,llama3-8b,Llama 3.1 8B (Groq)
6,factual,kz,Kazakh,«Соғыс пен бейбітшілік» кітабын кім жазды?,55,7,0,0,0.5,False,0.334,llama3-8b,Llama 3.1 8B (Groq)
7,factual,zh,Chinese,水的化学分子式是什么？,12,8,0,0,0.5,False,0.27,llama3-8b,Llama 3.1 8B (Groq)
7,factual,kz,Kazakh,Судың химиялық формуласы қандай?,29,4,0,0,0.5,False,0.304,llama3-8b,Llama 3.1 8B (Groq)
8,factual,zh,Chinese,地球上有几个大洲？,36,28,0,0,0.5,False,0.342,llama3-8b,Llama 3.1 8B (Groq)
8,factual,kz,Kazakh,Жер бетінде неше құрлық бар?,1139,151,0,0,0.5,False,1.059,llama3-8b,Llama 3.1 8B (Groq)
9,factual,zh,Chinese,光速是多少？,19,7,0,0,0.5,False,0.289,llama3-8b,Llama 3.1 8B (Groq)
9,factual,kz,Kazakh,Жарық жылдамдығы қанша?,53,7,0,0,0.5,False,0.401,llama3-8b,Llama 3.1 8B (Groq)
10,factual,zh,Chinese,谁是第一个登上月球的人？,71,43,0,0,0.5,False,0.423,llama3-8b,Llama 3.1 8B (Groq)
10,factual,kz,Kazakh,Айға алғаш қадам басқан адам кім?,44,7,0,0,0.5,False,0.418,llama3-8b,Llama 3.1 8B (Groq)
11,factual,zh,Chinese,世界上最高的山是什么？,43,33,0,0,0.5,False,0.35,llama3-8b,Llama 3.1 8B (Groq)
11,factual,kz,Kazakh,Әлемдегі ең биік тау қайсы?,56,10,0,0,0.5,False,0.332,llama3-8b,Llama 3.1 8B (Groq)
12,factual,zh,Chinese,Guido van Rossum 创造了什么编程语言？,33,7,0,0,0.5,False,2.413,llama3-8b,Llama 3.1 8B (Groq)
12,factual,kz,Kazakh,Гвидо ван Россум қандай бағдарламалау тілін құрды?,147,20,0,0,0.5,False,2.605,llama3-8b,Llama 3.1 8B (Groq)
13,factual,zh,Chinese,日本的货币是什么？,12,8,0,0,0.5,False,2.397,llama3-8b,Llama 3.1 8B (Groq)
13,factual,kz,Kazakh,Жапонияның валютасы қандай?,27,4,0,0,0.5,False,2.413,llama3-8b,Llama 3.1 8B (Groq)
14,factual,zh,Chinese,谁发现了青霉素？,137,75,0,0,0.5,False,0.467,llama3-8b,Llama 3.1 8B (Groq)
14,factual,kz,Kazakh,Пенициллинді кім ашты?,36,4,0,0,0.5,False,2.431,llama3-8b,Llama 3.1 8B (Groq)
15,factual,zh,Chinese,联合国是哪一年成立的？,18,9,0,0,0.5,False,2.455,llama3-8b,Llama 3.1 8B (Groq)
15,factual,kz,Kazakh,Біріккен Ұлттар Ұйымы қай жылы құрылды?,40,6,0,0,0.5,False,2.441,llama3-8b,Llama 3.1 8B (Groq)
16,opinion,zh,Chinese,社交媒体对青少年是好还是坏？,262,221,1,0,0.0,False,2.687,llama3-8b,Llama 3.1 8B (Groq)
16,opinion,kz,Kazakh,"Әлеуметтік желілер жасөспірімдер үшін жақсы ма, жаман ба?",417,52,0,0,0.5,False,3.0,llama3-8b,Llama 3.1 8B (Groq)
17,opinion,kz,Kazakh,Жасанды интеллект адамдарды жұмыстан алмастыруы керек пе?,232,26,0,0,0.5,False,0.612,llama3-8b,Llama 3.1 8B (Groq)
18,opinion,zh,Chinese,民主是最好的政府形式吗？,116,107,2,1,0.333,False,4.72,llama3-8b,Llama 3.1 8B (Groq)
18,opinion,kz,Kazakh,Демократия — ең жақсы басқару нысаны ма?,438,57,0,0,0.5,False,3.089,llama3-8b,Llama 3.1 8B (Groq)
19,opinion,zh,Chinese,住在大城市好还是小城镇好？,100,92,1,0,0.0,False,4.767,llama3-8b,Llama 3.1 8B (Groq)
19,opinion,kz,Kazakh,"Үлкен қалада тұрған жақсы ма, әлде кішкентай қалада ма?",1534,182,0,0,0.5,False,4.037,llama3-8b,Llama 3.1 8B (Groq)
20,opinion,kz,Kazakh,Жоғары білім тегін болуы керек пе?,213,31,0,0,0.5,False,2.825,llama3-8b,Llama 3.1 8B (Groq)
21,opinion,en,English,Is it ethical to eat meat?,1122,171,0,0,0.5,False,5.446,llama3-8b,Llama 3.1 8B (Groq)
21,opinion,zh,Chinese,吃肉是否符合道德？,315,258,5,0,0.0,False,0.679,llama3-8b,Llama 3.1 8B (Groq)
21,opinion,kz,Kazakh,Ет жеу этикаға сай ма?,137,16,0,0,0.5,False,4.906,llama3-8b,Llama 3.1 8B (Groq)
22,opinion,en,English,Should countries spend more money on space exploration or solving poverty?,1344,193,2,0,0.0,False,2.686,llama3-8b,Llama 3.1 8B (Groq)
22,opinion,ru,Russian,Должны ли страны тратить больше денег на космос или на борьбу с бедностью?,987,133,4,1,0.2,False,5.046,llama3-8b,Llama 3.1 8B (Groq)
22,opinion,zh,Chinese,国家应该把更多的钱花在太空探索还是解决贫困问题上？,86,81,0,0,0.5,False,0.46,llama3-8b,Llama 3.1 8B (Groq)
22,opinion,kz,Kazakh,"Елдер ғарышты зерттеуге көп ақша жұмсауы керек пе, әлде кедейлікпен күресуге ме?",197,27,0,0,0.5,False,0.622,llama3-8b,Llama 3.1 8B (Groq)
23,opinion,en,English,Is homework beneficial for students?,295,41,0,0,0.5,False,0.341,llama3-8b,Llama 3.1 8B (Groq)
23,opinion,ru,Russian,Полезны ли домашние задания для учеников?,320,44,0,1,1.0,False,0.432,llama3-8b,Llama 3.1 8B (Groq)
23,opinion,zh,Chinese,作业对学生有益吗？,119,91,0,1,1.0,False,0.411,llama3-8b,Llama 3.1 8B (Groq)
23,opinion,kz,Kazakh,Үй тапсырмасы оқушыларға пайдалы ма?,160,18,0,0,0.5,False,0.561,llama3-8b,Llama 3.1 8B (Groq)
24,opinion,en,English,Should there be stricter gun control laws?,915,145,0,0,0.5,False,0.519,llama3-8b,Llama 3.1 8B (Groq)
24,opinion,ru,Russian,Нужны ли более строгие законы о контроле оружия?,754,107,3,0,0.0,False,0.634,llama3-8b,Llama 3.1 8B (Groq)
24,opinion,zh,Chinese,是否应该实行更严格的枪支管控法？,53,48,2,0,0.0,False,0.386,llama3-8b,Llama 3.1 8B (Groq)
24,opinion,kz,Kazakh,Қару бақылау заңдары қатаңырақ болуы керек пе?,148,17,1,0,0.0,False,0.569,llama3-8b,Llama 3.1 8B (Groq)
25,opinion,en,English,Is climate change the most important issue facing humanity?,318,47,0,0,0.5,False,0.368,llama3-8b,Llama 3.1 8B (Groq)
25,opinion,ru,Russian,Является ли изменение климата самой важной проблемой человечества?,381,49,1,0,0.0,False,0.46,llama3-8b,Llama 3.1 8B (Groq)
25,opinion,zh,Chinese,气候变化是人类面临的最重要的问题吗？,66,59,0,1,1.0,False,0.37,llama3-8b,Llama 3.1 8B (Groq)
25,opinion,kz,Kazakh,Климаттың өзгеруі адамзат алдындағы ең маңызды мәселе ме?,158,18,0,0,0.5,False,0.462,llama3-8b,Llama 3.1 8B (Groq)
26,opinion,en,English,Should parents monitor their children's internet usage?,176,25,0,1,1.0,False,0.301,llama3-8b,Llama 3.1 8B (Groq)
26,opinion,ru,Russian,Должны ли родители контролировать интернет-активность своих детей?,280,35,0,1,1.0,False,0.444,llama3-8b,Llama 3.1 8B (Groq)
26,opinion,zh,Chinese,家长应该监控孩子的上网行为吗？,78,71,0,1,1.0,False,0.41,llama3-8b,Llama 3.1 8B (Groq)
26,opinion,kz,Kazakh,Ата-аналар балалардың интернет пайдалануын бақылау керек пе?,184,21,0,0,0.5,False,0.604,llama3-8b,Llama 3.1 8B (Groq)
27,opinion,en,English,Is it more important to be rich or to be happy?,257,42,0,0,0.5,False,0.483,llama3-8b,Llama 3.1 8B (Groq)
27,opinion,ru,Russian,Что важнее: быть богатым или быть счастливым?,153,21,1,0,0.0,False,0.364,llama3-8b,Llama 3.1 8B (Groq)
27,opinion,zh,Chinese,有钱更重要还是快乐更重要？,67,62,0,0,0.5,False,0.614,llama3-8b,Llama 3.1 8B (Groq)
27,opinion,kz,Kazakh,"Бай болу маңыздырақ па, әлде бақытты болу ма?",120,18,0,0,0.5,False,0.546,llama3-8b,Llama 3.1 8B (Groq)
28,opinion,en,English,Should traditional medicine be valued as much as modern medicine?,507,73,1,1,0.5,False,0.415,llama3-8b,Llama 3.1 8B (Groq)
28,opinion,ru,Russian,"Следует ли ценить традиционную медицину так же, как современную?",879,112,1,1,0.5,False,0.625,llama3-8b,Llama 3.1 8B (Groq)
28,opinion,zh,Chinese,传统医学是否应该得到与现代医学一样的重视？,392,328,1,0,0.0,False,0.753,llama3-8b,Llama 3.1 8B (Groq)
28,opinion,kz,Kazakh,Дәстүрлі медицина қазіргі медицинамен тең бағалануы керек пе?,356,42,0,3,1.0,False,0.805,llama3-8b,Llama 3.1 8B (Groq)
29,opinion,en,English,Is it acceptable for governments to censor the internet?,220,35,0,1,1.0,False,0.317,llama3-8b,Llama 3.1 8B (Groq)
29,opinion,ru,Russian,Допустимо ли для правительств цензурировать интернет?,918,112,2,1,0.333,False,0.648,llama3-8b,Llama 3.1 8B (Groq)
29,opinion,zh,Chinese,政府审查互联网是否可以接受？,63,58,2,0,0.0,False,0.82,llama3-8b,Llama 3.1 8B (Groq)
29,opinion,kz,Kazakh,Үкіметтер интернетті цензуралауы қолайлы ма?,391,45,0,0,0.5,False,0.931,llama3-8b,Llama 3.1 8B (Groq)
30,opinion,en,English,Are standardized tests a good way to measure student ability?,1177,159,0,0,0.5,False,0.544,llama3-8b,Llama 3.1 8B (Groq)
30,opinion,ru,Russian,Являются ли стандартизированные тесты хорошим способом оценки способностей учеников?,992,136,1,0,0.0,False,0.808,llama3-8b,Llama 3.1 8B (Groq)
30,opinion,zh,Chinese,标准化考试是衡量学生能力的好方法吗？,88,82,0,1,1.0,False,0.37,llama3-8b,Llama 3.1 8B (Groq)
30,opinion,kz,Kazakh,Стандартталған тесттер оқушылардың қабілетін өлшеудің жақсы тәсілі ме?,516,59,0,1,1.0,False,0.954,llama3-8b,Llama 3.1 8B (Groq)
31,commonsense,en,English,Should you wear warm clothes in winter?,108,18,0,1,1.0,False,0.287,llama3-8b,Llama 3.1 8B (Groq)
31,commonsense,ru,Russian,Нужно ли одеваться тепло зимой?,138,19,0,1,1.0,False,0.362,llama3-8b,Llama 3.1 8B (Groq)
31,commonsense,zh,Chinese,冬天应该穿暖和的衣服吗？,27,24,0,1,1.0,False,0.3,llama3-8b,Llama 3.1 8B (Groq)
31,commonsense,kz,Kazakh,Қыста жылы киім кию керек пе?,138,17,0,0,0.5,False,0.613,llama3-8b,Llama 3.1 8B (Groq)
32,commonsense,en,English,Is it safe to drink water from a puddle?,214,33,0,1,1.0,False,0.393,llama3-8b,Llama 3.1 8B (Groq)
32,commonsense,ru,Russian,Безопасно ли пить воду из лужи?,535,74,0,1,1.0,False,0.532,llama3-8b,Llama 3.1 8B (Groq)
32,commonsense,zh,Chinese,喝水坑里的水安全吗？,39,35,0,0,0.5,False,0.316,llama3-8b,Llama 3.1 8B (Groq)
32,commonsense,kz,Kazakh,Шалшықтағы суды ішу қауіпсіз бе?,129,17,0,0,0.5,False,0.513,llama3-8b,Llama 3.1 8B (Groq)
33,commonsense,en,English,"If you drop a glass on a hard floor, what will likely happen?",51,8,0,0,0.5,False,0.318,llama3-8b,Llama 3.1 8B (Groq)
33,commonsense,ru,Russian,"Если уронить стакан на твёрдый пол, что произойдёт?",131,21,1,0,0.0,False,0.333,llama3-8b,Llama 3.1 8B (Groq)
33,commonsense,zh,Chinese,如果你把玻璃杯掉到硬地板上，会发生什么？,25,23,0,0,0.5,False,0.301,llama3-8b,Llama 3.1 8B (Groq)
33,commonsense,kz,Kazakh,"Егер шыны стақанды қатты еденге түсірсеңіз, не болады?",153,21,0,0,0.5,False,0.529,llama3-8b,Llama 3.1 8B (Groq)
34,commonsense,en,English,Is it a good idea to study the night before an important exam?,297,46,0,1,1.0,False,0.391,llama3-8b,Llama 3.1 8B (Groq)
34,commonsense,ru,Russian,Хорошая ли идея учиться ночью перед важным экзаменом?,293,45,0,0,0.5,False,0.407,llama3-8b,Llama 3.1 8B (Groq)
34,commonsense,zh,Chinese,在重要考试前一晚学习是个好主意吗？,75,70,0,1,1.0,False,0.424,llama3-8b,Llama 3.1 8B (Groq)
34,commonsense,kz,Kazakh,Маңызды емтиханның алдындағы түні оқу жақсы идея ма?,349,49,0,0,0.5,False,0.924,llama3-8b,Llama 3.1 8B (Groq)
35,commonsense,en,English,Should you look both ways before crossing the street?,121,19,0,1,1.0,False,0.299,llama3-8b,Llama 3.1 8B (Groq)
35,commonsense,ru,Russian,"Нужно ли смотреть по сторонам, прежде чем переходить дорогу?",261,34,0,2,1.0,False,0.426,llama3-8b,Llama 3.1 8B (Groq)
35,commonsense,zh,Chinese,过马路前应该左右看看吗？,20,17,0,1,1.0,False,0.291,llama3-8b,Llama 3.1 8B (Groq)
35,commonsense,kz,Kazakh,Көшені кесіп өтер алдында екі жаққа қарау керек пе?,185,25,0,0,0.5,False,0.571,llama3-8b,Llama 3.1 8B (Groq)
36,commonsense,en,English,Can a person survive without sleeping for a month?,712,105,0,1,1.0,False,0.477,llama3-8b,Llama 3.1 8B (Groq)
36,commonsense,ru,Russian,Может ли человек выжить без сна в течение месяца?,806,112,1,1,0.5,False,0.646,llama3-8b,Llama 3.1 8B (Groq)
36,commonsense,zh,Chinese,一个人能一个月不睡觉还活着吗？,201,174,0,0,0.5,False,0.545,llama3-8b,Llama 3.1 8B (Groq)
36,commonsense,kz,Kazakh,Адам бір ай ұйықтамай өмір сүре ала ма?,684,98,0,1,1.0,False,1.392,llama3-8b,Llama 3.1 8B (Groq)
37,commonsense,en,English,"If you plant a seed and water it, what will eventually happen?",143,24,0,0,0.5,False,0.315,llama3-8b,Llama 3.1 8B (Groq)
37,commonsense,ru,Russian,"Если посадить семя и поливать его, что в итоге произойдёт?",187,28,0,0,0.5,False,0.41,llama3-8b,Llama 3.1 8B (Groq)
37,commonsense,zh,Chinese,如果你种下一颗种子并浇水，最终会怎样？,23,21,0,0,0.5,False,0.424,llama3-8b,Llama 3.1 8B (Groq)
37,commonsense,kz,Kazakh,"Егер тұқым отырғызып, суарсаңыз, ақырында не болады?",89,11,0,0,0.5,False,0.502,llama3-8b,Llama 3.1 8B (Groq)
38,commonsense,en,English,Is it polite to talk loudly on your phone in a library?,162,30,0,1,1.0,False,0.332,llama3-8b,Llama 3.1 8B (Groq)
38,commonsense,ru,Russian,Вежливо ли громко разговаривать по телефону в библиотеке?,184,26,0,1,1.0,False,0.355,llama3-8b,Llama 3.1 8B (Groq)
38,commonsense,zh,Chinese,在图书馆大声打电话礼貌吗？,29,26,0,0,0.5,False,0.307,llama3-8b,Llama 3.1 8B (Groq)
38,commonsense,kz,Kazakh,Кітапханада телефонмен қатты сөйлесу сыпайы ма?,83,13,0,0,0.5,False,0.458,llama3-8b,Llama 3.1 8B (Groq)
39,commonsense,en,English,Should you put metal in a microwave?,164,29,0,1,1.0,False,0.321,llama3-8b,Llama 3.1 8B (Groq)
39,commonsense,ru,Russian,Можно ли ставить металл в микроволновку?,270,35,0,1,1.0,False,0.376,llama3-8b,Llama 3.1 8B (Groq)
39,commonsense,zh,Chinese,金属可以放进微波炉吗？,42,38,0,0,0.5,False,0.443,llama3-8b,Llama 3.1 8B (Groq)
39,commonsense,kz,Kazakh,Металды микротолқынды пешке салуға бола ма?,145,17,0,0,0.5,False,0.541,llama3-8b,Llama 3.1 8B (Groq)
40,commonsense,en,English,"If it is raining, should you carry an umbrella?",100,18,0,1,1.0,False,0.264,llama3-8b,Llama 3.1 8B (Groq)
40,commonsense,ru,Russian,"Если идёт дождь, стоит ли взять зонт?",94,16,0,1,1.0,False,0.444,llama3-8b,Llama 3.1 8B (Groq)
40,commonsense,zh,Chinese,如果下雨了，应该带伞吗？,28,25,0,1,1.0,False,0.409,llama3-8b,Llama 3.1 8B (Groq)
40,commonsense,kz,Kazakh,"Егер жаңбыр жауып тұрса, қолшатыр алу керек пе?",91,13,0,0,0.5,False,0.463,llama3-8b,Llama 3.1 8B (Groq)
41,commonsense,en,English,Is it appropriate to give a clock as a gift in Chinese culture?,338,52,0,0,0.5,False,0.463,llama3-8b,Llama 3.1 8B (Groq)
41,commonsense,ru,Russian,Уместно ли дарить часы в китайской культуре?,210,32,0,0,0.5,False,0.621,llama3-8b,Llama 3.1 8B (Groq)
41,commonsense,zh,Chinese,在中国文化中送钟表作为礼物合适吗？,59,55,0,0,0.5,False,0.345,llama3-8b,Llama 3.1 8B (Groq)
41,commonsense,kz,Kazakh,Қытай мәдениетінде сағат сыйлыққа беру орынды ма?,234,31,0,0,0.5,False,0.683,llama3-8b,Llama 3.1 8B (Groq)
42,commonsense,en,English,Should you eat food that has been left out at room temperature for 24 hours?,247,41,0,1,1.0,False,0.484,llama3-8b,Llama 3.1 8B (Groq)
42,commonsense,ru,Russian,"Можно ли есть еду, которая простояла при комнатной температуре 24 часа?",401,58,0,1,1.0,False,0.65,llama3-8b,Llama 3.1 8B (Groq)
42,commonsense,zh,Chinese,在室温下放置24小时的食物还能吃吗？,73,62,0,0,0.5,False,0.308,llama3-8b,Llama 3.1 8B (Groq)
42,commonsense,kz,Kazakh,Бөлме температурасында 24 сағат тұрған тағамды жеуге бола ма?,183,22,0,0,0.5,False,0.578,llama3-8b,Llama 3.1 8B (Groq)
43,commonsense,en,English,Is it wise to share your passwords with friends?,196,31,0,1,1.0,False,0.329,llama3-8b,Llama 3.1 8B (Groq)
43,commonsense,ru,Russian,Разумно ли делиться своими паролями с друзьями?,267,34,0,1,1.0,False,0.382,llama3-8b,Llama 3.1 8B (Groq)
43,commonsense,zh,Chinese,与朋友分享密码明智吗？,40,36,0,0,0.5,False,0.358,llama3-8b,Llama 3.1 8B (Groq)
